id,cluster
3701420292,0
3712625082,6
3664534049,6
3576920179,14
3590303623,2
3677574361,14
3676512433,1
3728004252,1
3613046264,14
3737301784,8
3738080536,14
3641818000,0
3730296704,5
3741652472,5
3677571574,14
3730295799,5
3720792891,1
3726706642,10
3694417130,14
3664561521,3
3732227337,2
3724283325,2
3735224232,14
3738079781,14
3694738651,2
3736837642,10
3733038094,14
3597210726,14
3719165720,14
3730355137,14
3732334774,14
3690376629,10
3690822022,1
3722078958,14
3664566535,2
3739548009,14
3735624409,4
3739540923,14
3664569359,14
3660402916,14
3708511439,14
3736461750,14
3626006447,10
3702558693,1
3741072427,14
3707383358,10
3738081533,14
3738076957,10
3733092655,14
3736863213,1
3729450167,14
3736440819,10
3725269981,14
3705898427,14
3661674712,2
3735225045,10
3667477972,14
3736833781,10
3664549741,10
3741714848,3
3740228656,10
3715833718,2
3726619692,14
3730667079,2
3736438870,14
3711771502,14
3734830056,2
3737913396,2
3728887478,8
3741661149,14
3728828230,14
3720399629,2
3720189094,10
3641771159,3
3732666032,2
3661677108,10
3732117137,2
3731370303,2
3738027557,14
3733365182,2
3645682476,2
3732039378,14
3736445225,10
3726117997,14
3623656829,14
3714345128,14
3630042904,14
3737525910,14
3677263075,14
3667909373,3
3670459911,0
3720129223,2
3739537528,14
3736331292,10
3710059086,14
3731725473,14
3737262887,10
3741151380,10
3728094708,14
3641771087,3
3730874575,14
3658777464,14
3717180033,14
3721857254,14
3728791480,14
3740231308,14
3720410334,10
3736389897,14
3703222634,14
3627723574,14
3713668871,10
3740392159,10
3719405745,14
3724284038,3
3660131161,14
3738567018,10
3675363211,10
3590317674,14
3731948729,14
3737302902,10
3725605613,2
3706082745,14
3732705232,14
3706087109,14
3734727297,14
3678671484,14
3733577210,4
3722977205,14
3741951508,14
3703428683,14
3735322439,2
3734020007,9
3641775716,3
3714628061,14
3736297822,10
3730355141,14
3725846809,2
3694897683,2
3724283011,3
3738122272,2
3732853334,9
3651897605,14
3736031813,14
3720177336,14
3697940654,2
3739544372,14
3736024481,14
3669209828,14
3737067021,10
3735323587,14
3708513181,14
3727013725,14
3659796428,14
3590309767,2
3731469545,14
3740054447,14
3652073089,10
3733657541,2
3708510454,14
3732202341,2
3727086963,8
3733213888,8
3736575016,2
3641771228,3
3729835937,14
3731339767,2
3729693958,14
3725329388,2
3731086384,14
3714593817,14
3739288570,14
3732711007,14
3732112853,14
3673080821,3
3649664540,10
3664567641,14
3739547004,10
3732183140,4
3738793498,4
