id,cluster
3701420292,12
3712625082,8
3664534049,8
3576920179,9
3590303623,1
3677574361,9
3676512433,0
3728004252,0
3613046264,9
3737301784,5
3738080536,9
3641818000,12
3730296704,3
3741652472,5
3677571574,9
3730295799,3
3720792891,0
3726706642,9
3694417130,9
3664561521,2
3732227337,1
3724283325,1
3735224232,9
3738079781,9
3694738651,1
3736837642,9
3733038094,9
3597210726,9
3719165720,9
3730355137,9
3732334774,9
3690376629,9
3690822022,0
3722078958,9
3664566535,1
3739548009,9
3735624409,7
3739540923,9
3664569359,9
3660402916,9
3708511439,9
3736461750,9
3626006447,9
3702558693,0
3741072427,9
3707383358,9
3738081533,9
3738076957,9
3733092655,9
3736863213,0
3729450167,9
3736440819,9
3725269981,9
3705898427,9
3661674712,1
3735225045,9
3667477972,13
3736833781,9
3664549741,9
3741714848,2
3740228656,9
3715833718,1
3726619692,9
3730667079,1
3736438870,9
3711771502,9
3734830056,1
3737913396,1
3728887478,5
3741661149,9
3728828230,1
3720399629,1
3720189094,9
3641771159,2
3732666032,1
3661677108,9
3732117137,1
3731370303,1
3738027557,9
3733365182,1
3645682476,1
3732039378,9
3736445225,9
3726117997,9
3623656829,9
3714345128,9
3630042904,9
3737525910,1
3677263075,9
3667909373,2
3670459911,4
3720129223,1
3739537528,9
3736331292,9
3710059086,9
3731725473,9
3737262887,9
3741151380,9
3728094708,9
3641771087,2
3730874575,9
3658777464,9
3717180033,9
3721857254,9
3728791480,6
3740231308,9
3720410334,9
3736389897,13
3703222634,9
3627723574,9
3713668871,9
3740392159,1
3719405745,9
3724284038,2
3660131161,9
3738567018,1
3675363211,9
3590317674,9
3731948729,9
3737302902,9
3725605613,1
3706082745,9
3732705232,9
3706087109,9
3734727297,9
3678671484,7
3733577210,7
3722977205,9
3741951508,9
3703428683,9
3735322439,1
3734020007,6
3641775716,2
3714628061,4
3736297822,9
3730355141,9
3725846809,1
3694897683,1
3724283011,2
3738122272,1
3732853334,6
3651897605,5
3736031813,9
3720177336,9
3697940654,1
3739544372,9
3736024481,4
3669209828,9
3737067021,9
3735323587,9
3708513181,9
3727013725,9
3659796428,6
3590309767,1
3731469545,9
3740054447,9
3652073089,9
3733657541,1
3708510454,9
3732202341,1
3727086963,5
3733213888,5
3736575016,1
3641771228,2
3729835937,9
3731339767,1
3729693958,9
3725329388,1
3731086384,1
3714593817,9
3739288570,9
3732711007,1
3732112853,1
3673080821,2
3649664540,9
3664567641,1
3739547004,1
3732183140,7
3738793498,7
3726266848,7
3724268272,9
3699956924,9
3732711036,9
3714594624,9
3689060136,1
3606883718,5
3733962940,7
3727927783,1
3641768342,2
3668169080,1
3667473845,9
3731599814,4
3733056389,9
3670841342,9
3732893216,1
3736912097,9
3733150069,9
3730014538,9
3735313410,9
3708508814,9
3734719627,5
3646122151,9
3728565347,9
3732705657,1
3641762978,2
3638079487,9
3708567308,9
3737945910,1
3673082406,2
3737993183,1
3694664644,9
3724277796,9
3742712983,0
3705897415,9
3740389548,1
3741481000,9
3716914342,9
3732560177,1
3730374331,1
3673108398,9
3656429001,6
3736840242,9
3735263030,7
3734693394,9
3736246337,9
3707649794,9
3728826395,9
3736674976,1
3734203493,9
3702211594,12
3724266285,9
3648520788,9
3673576440,9
3732710120,1
3707032590,9
3738080557,9
3738922458,9
3676865762,1
3590303571,9
3737417817,1
3738247853,9
3735911902,1
3739613047,1
3581141629,1
3710999854,9
3706081820,9
3732704943,9
3732710094,1
3724277833,2
3735034364,9
3711690478,12
3735913304,9
3735093942,7
3705727021,9
3739532869,1
3734559102,1
3725581026,1
3716063050,9
3673083503,2
3739872224,1
3732206129,1
3740232223,9
3701738308,1
3726643133,1
3642711952,9
3738160990,3
3664073509,9
3673089033,2
3733575296,9
3737604175,9
3733083485,9
3740096086,1
3733971159,9
3708506883,9
3708506876,9
3728609454,9
3707350323,1
3717056831,9
3677243430,9
3740391406,1
3733676570,1
3736851202,9
3695980818,9
3732280842,1
3669506663,9
3715850196,9
3736170203,9
3728284107,5
3740052241,1
3724260027,4
3740302723,1
3723238539,9
3718415807,7
3739534588,1
3731376318,1
3742166838,7
3709397356,1
