id,cluster_adj
3725265172,1
3738190928,8
3684417077,19
3736573118,1
3734721199,2
3712054491,8
3661673807,2
3731299366,10
3738378291,2
3737171146,1
3721301968,2
3727032112,4
3730562750,10
3677220558,1
3732707461,1
3708579255,9
3681504095,13
3676099252,8
3709893182,2
3732612168,2
3709893173,2
3661065121,6
3732565214,16
3676095688,13
3720914441,8
3731852198,8
3730568794,13
3732711063,2
3738995417,2
3737404545,10
3724312445,8
3709887889,2
3736215508,8
3695404872,10
3727239529,8
3724886109,2
3733689511,4
3350686113,2
3712054488,8
3618977206,2
3711520488,9
3739116255,2
3736882027,2
3712797338,4
3737382375,9
3709892762,2
3734599812,19
3735089906,1
3730583887,15
3741518336,8
3737168273,16
3709891533,9
3686771280,2
3736017010,2
3730143357,10
3709888840,2
3726708678,10
3708566339,15
3738816981,10
3736266000,10
3701057059,2
3705742466,8
3725493546,1
3727074428,2
3728955932,13
3727380304,1
3711089762,9
3735366205,10
3691343257,2
3587419609,2
3733587081,2
3709893165,2
3724443929,2
3709890677,2
3711552586,2
3733785817,8
3723352045,2
3730691551,8
3721920219,10
3725539893,4
3648595807,14
3721427060,8
3695765815,13
3698323911,2
3734826801,2
3709892498,2
3732000005,10
3733090098,10
3736460851,13
3729388425,4
3652428321,2
3729371610,2
3696880883,10
3691112889,1
3726576930,10
3693547733,2
3656360733,10
3728254395,8
3738987298,8
3737792367,19
3711522298,9
3701580172,13
3709889736,2
3721187215,10
3646735885,4
3733091059,10
3720350499,10
3729740204,1
3731095764,10
3738548768,2
3709887878,2
3729832137,0
3733085776,10
3736639726,4
3646973068,2
3694156485,16
3711519921,9
3679810790,4
3738812353,1
3718295235,10
3732863099,13
3742411069,8
3737169148,11
3726695455,8
3732220891,11
3675322136,1
3680684629,1
3737206149,14
3341144377,1
3741153245,11
3644641934,11
3687641072,15
3667296454,2
3737240258,1
3737169152,11
3729502869,16
3741736001,8
3730362209,11
3732705590,8
3725260601,16
3732711073,19
3740721379,15
3729152801,2
3721885159,16
3664528389,16
3702211593,14
3722468093,6
3687783196,9
3741216623,15
3737237519,3
3737686109,9
3708511295,13
3687778767,15
3729504686,16
3720761308,9
3738374889,15
3666754882,11
3732851578,6
3725412467,18
3733999716,11
3741122921,11
3735956323,13
3725934350,8
3734800883,8
3724301912,1
3740272014,8
3728966326,8
3731366794,8
3730099190,2
3732083135,8
3716097654,16
3723233073,11
3742409272,1
3735655343,11
3676099235,1
3600143852,11
3739615190,0
3733346039,15
3724340705,3
3736649012,7
3726897583,14
3741078863,1
3735566188,8
3737170105,11
3741667936,14
3737216328,4
3688000649,8
3732704982,13
3719385199,1
3729508158,16
3732706548,1
3732893218,18
3729509052,16
3578402741,14
3720873885,1
3734688497,16
3733344902,15
3731138907,1
3737235572,3
3741472622,1
3741786747,15
3741130129,1
3582801924,11
3741631204,14
3727062441,14
3600127954,2
3733565849,6
3734548655,1
3707414961,11
3633352527,11
3733661135,1
3729503803,16
3650476595,15
3741551173,1
3647989948,15
3702372033,11
3721826694,8
3719154047,1
3636871164,15
3718919084,2
3736551056,2
3734672249,8
3736551899,11
3736013880,11
3670739772,13
3737710573,6
3646584855,6
3737709595,6
3731368445,9
3669795214,13
3736159322,9
3741116073,1
3734553609,1
3744796238,1
3742291935,8
3739413486,1
3738534194,2
3733965737,19
3743903323,15
3743138505,1
3744796594,8
3744798358,1
3743323865,13
3696928320,1
3742631137,2
3739450574,1
3744799431,1
3741343036,16
3745303782,16
3742816391,2
3736085676,7
3741336412,0
3746570402,1
3746993465,1
3744811227,1
3742532970,1
3744774482,19
3742616236,1
3742815528,1
3724250588,8
3746604117,1
3747393873,3
3734598695,7
3732415801,0
3730665533,7
3736680393,4
3742409674,15
3744880691,2
3714585731,4
3744885856,1
3740096085,7
3673091156,12
3735363543,10
3740905487,1
3732656497,7
3732530872,19
3742577734,7
3725268739,1
3744807778,2
3741107987,7
3732288454,2
3703048376,8
3739971062,1
3728941840,4
3740231881,16
3728827378,4
3744882176,16
3743664722,1
3728810189,8
3747309506,10
3738513038,1
3736006617,7
3743482803,8
3742267093,1
3744893258,4
3743683123,1
3679872809,8
3747353472,8
3707353353,7
3723593067,19
3742637787,15
3641772055,12
3747365066,8
3736089029,4
3737862110,16
3728779202,0
3715638564,7
3743913500,13
3672850068,8
3730128093,8
3737359709,16
3724241613,2
3635334017,15
3745369437,15
3740400681,9
3742521835,7
3745036873,1
3704587299,4
3739486904,8
3733399869,7
3728892829,15
3701087956,1
3652202961,1
3731595329,14
3740060176,19
3731062740,1
3714331463,1
3742032723,7
3744091309,1
3746565935,1
3745342754,13
3641768561,12
3736009224,7
3744715306,3
3660036359,14
3740587540,1
3724324602,11
3740929677,16
3641765568,12
3733406167,7
3735008229,1
3735085354,7
3675556906,7
3733759915,2
3737905440,19
3735085396,7
3736224051,4
3740090779,7
3744813137,2
3719947061,1
3744150996,3
3732204255,7
3673087608,12
3732704973,1
3728844824,7
3744152721,3
3745313568,7
3735079926,7
3728463068,6
3728419029,1
3731984273,2
3732856782,1
3745037647,1
3673082411,12
3733813905,8
3735314980,1
3711152233,7
3736533016,15
3736393183,7
3729051650,14
3733315884,16
3732034668,14
3659386794,4
3750698893,1
3739564093,1
3749736506,8
3749658944,4
3750536550,8
3756927435,15
3742800981,4
3739872182,6
3750299690,5
3755339331,8
3744882183,2
3754307170,13
3741139156,1
3742812973,2
3744799333,1
3748414803,1
3755104649,15
3744091667,4
3746599881,13
3750535656,8
3750544259,5
3750699856,8
3746806186,4
3741862091,15
3745303914,8
3746801783,2
3739565360,1
3751474163,8
3755719042,1
3745480515,15
3741652503,15
3748140458,0
3747428185,1
3751467724,8
3742067304,16
3743139219,1
3748837959,1
3741160431,8
3749003592,1
3740566260,8
3746745157,15
3747790280,3
3750689848,2
3750821477,1
3742485569,1
3744790964,1
3754624498,16
3744153445,0
3746618973,1
3740409739,1
3750536686,8
3750891388,15
3740819701,2
3748210116,3
3744007403,1
3744009807,2
3746720751,1
3750537559,13
3745521026,2
3745590693,4
3744437566,2
3741339021,4
3748852662,8
3754594297,2
3753768188,8
3743485566,8
3742660721,8
3754909856,0
3744797372,1
3747004451,1
3743400838,14
3744003838,15
3748748240,8
3741084191,13
3754311743,1
3754307481,1
3747439961,8
3754448700,1
3742189561,1
3755215822,1
3747762018,18
3752625210,8
3753140016,8
3742659730,15
3747511119,8
3748518070,1
3753684677,1
3740438172,4
3743129503,13
3741127353,8
3744007414,1
3754786431,3
3746724491,1
3747798081,2
3748507913,18
3754420877,1
3743050242,8
3742087060,1
3742809066,1
3757110729,0
3753489436,1
3753401591,1
3741252772,1
3744808292,14
3747354677,8
3748850946,8
3750426315,15
3747760122,18
3744803947,1
3746209485,1
3743824948,15
3753766261,1
3748938068,1
3742802765,4
3744047316,13
3747573011,15
3749632127,1
3747762062,18
3746221609,4
3755711047,1
3748499948,13
3743068692,13
3755320766,13
3744345209,8
3748943079,1
3746717742,8
3748785659,1
3748750152,6
3743408117,13
3748857242,8
3754911889,2
3741885578,16
3742808052,4
3740804429,1
3741258090,4
3739962624,1
3756995151,1
3745372663,2
3742804837,14
3745136504,4
3749630927,1
3741161325,11
3745914374,11
3742835673,2
3749524954,8
3739611424,8
3754351250,15
3749003594,1
3744787928,1
3740215608,8
3750420647,1
3750342685,16
3750347100,16
3754947356,1
3745480774,1
3755108311,4
3755103584,1
3750196304,8
3746567673,1
3749838558,2
3754427175,1
3755112281,1
3749452894,8
3755125929,1
3750109964,8
3749209599,8
3747712056,1
3755111025,18
3748711618,6
3745606584,4
3748494711,2
3745344274,8
3755218059,2
3754311746,8
3754420851,1
3745473636,0
3750302174,1
3747714013,1
3745593549,8
3745376619,8
3748985092,8
3750125578,1
3747484415,2
3754310821,8
3750544432,5
3750810060,0
3750114276,8
3754429363,1
3747015687,1
3747422842,1
3746900492,3
3750298721,1
3754941363,3
3747347620,1
3749898552,2
3747482699,8
3749263426,2
3747648316,17
3747651117,17
3745344621,0
3748433196,8
3754139530,4
3750539897,5
3746628025,17
3745317350,1
3746298204,8
3744753974,4
3747647473,17
3749271124,8
3747326577,13
3747648312,15
3748425053,1
3747646688,17
3747494658,0
3747345799,17
3750186110,1
3745373596,13
3748492859,1
3750340323,8
3746628055,17
3749260693,1
3755342265,15
3747649230,17
3747010195,16
3746792078,1
3747285651,1
3752266744,5
3752266734,5
3747346778,17
3754799955,1
3746800869,0
3750108372,8
3755341322,13
3750503429,2
3745308618,8
3747047280,4
3748465837,16
3754137828,4
3752267544,5
3748496633,0
3750698928,8
3755109679,1
3754915946,1
3747011188,1
3747349391,17
3754606808,1
3749551873,4
3750657297,1
3749143753,1
3752268426,5
3749500713,13
3747650224,17
3744950191,13
3746801680,13
3754611190,1
3751514518,1
3754430005,1
3745484241,1
3749262441,4
3746460986,1
3749050694,4
3750199681,1
3749556219,13
3747348407,17
3753688274,3
3746464548,1
3746622605,8
3750890305,13
3754333226,1
3754695530,1
3746223665,1
3755338778,13
3754708847,15
3747493354,15
3754651989,8
3754181455,1
3750174797,15
3750298730,1
3748930060,2
3751178015,18
3748499383,2
3747782372,8
3755182698,3
3746260213,8
3748625267,2
3752268403,5
3750872796,1
3747645842,17
3748732555,1
3748263293,8
3754811723,3
3749143742,13
3754302003,8
3748912413,18
3745188111,8
3754922494,15
3750178057,0
3754263847,1
3755104538,2
3750039934,2
3747019010,8
3747120620,16
3755109962,1
3750002863,1
3749668806,1
3747646712,17
3747653378,18
3748495364,0
3756981515,8
3750568693,1
3754943312,16
3750072963,1
3748492629,8
3748733536,15
3754921596,3
3757134902,3
3746856252,15
3754363548,8
3748514798,1
3747076211,8
3748530035,1
3749842470,8
3749246811,1
3747041213,2
3746241665,1
3754940828,1
3750076696,1
3745657719,8
3754809952,18
3748409796,13
3745605745,18
3748953826,1
3749551890,4
3745612349,18
3750848525,1
3748040663,1
3747647486,8
3754151357,13
3751515085,13
3748855987,1
3755177733,4
3749049678,4
3750687958,1
3750829762,8
3755230001,1
3747055160,8
3747025596,4
3747038829,8
3745277522,2
3750432624,8
3748257971,1
3748887683,1
3754916972,1
3749166910,8
3750539319,8
3746793051,4
3746236342,16
3746379019,16
3747649233,3
3748517623,15
3747970918,15
3755130696,13
3754426251,13
3750187663,1
3747147145,3
3754915949,15
3745656913,2
3746219802,16
3754336779,4
3754326889,13
3754303560,1
3747482714,13
3753282996,1
3747424704,1
3750347065,4
3748421734,1
3750341819,1
3748308551,3
3754329753,13
3754984929,3
3747458612,8
3750342661,1
3754938960,8
3746556586,0
3754423061,8
3748470187,16
3754977460,2
3749545871,8
3747674563,1
3747471584,13
3750807358,1
3749246833,1
3748736106,1
3750678779,8
3746277412,18
3747651106,17
3747982041,4
3750338413,8
3745529244,1
3744950195,13
3748262484,1
3755129484,2
3755106507,1
3751915578,1
3754997144,8
3750885044,2
3745373914,8
3748925694,1
3750300551,1
3755110146,0
3746727107,1
3746224458,1
3751107252,1
3749512337,8
3754613072,8
3748216642,16
3750185182,13
3747341729,1
3748427423,2
3746168886,18
3749559412,18
3754366505,1
3749589482,8
3753516484,1
3750889379,11
3748331679,1
3753409220,8
3754818290,1
3754926173,18
3747052368,1
3747015815,8
3747708853,3
3748666595,1
3751106855,1
3750863642,8
3748742193,1
3754331714,13
3748419921,4
3746783265,13
3745374481,2
3747760164,18
3751165892,18
3730751284,3
3750112932,2
3613078253,1
3714811919,1
3629561668,1
3613077276,15
3660365077,15
3735225034,1
3731823738,1
3711829624,8
3754423628,5
3756927444,4
3750299687,5
3734621117,8
3744772705,1
3747949512,1
3658777405,1
3747020725,1
3734730206,8
3719402956,1
3622602041,8
3725848478,16
3750541694,5
3756206535,14
3629564516,1
3614173658,1
3723991295,0
3736911251,1
3732850121,15
3729136497,3
3745623385,8
3581598274,6
3735098812,0
3752273001,5
3712312395,16
3664570314,1
3676374840,6
3690458305,16
3733460520,1
3746462793,15
3655541834,14
3739492344,8
3715603212,2
3744190104,13
3701058926,1
3696103695,1
3670662091,1
3744948632,13
3735058524,11
3743469731,2
3750815056,8
3730177152,13
3743669180,1
3718613719,1
3713801395,1
3746461968,15
3681227741,1
3727073335,1
3739137903,2
3756513697,16
3740575335,1
3734836142,18
3737034890,8
3747568615,18
3712369385,8
3743669150,4
3746469192,15
3732849132,15
3680702045,1
3733977593,6
3703082015,13
3682203522,15
3660252179,8
3752605443,18
3738526484,1
3746467291,15
3737387213,15
3708565670,15
3746624885,18
3646026149,1
3732849139,1
3699438712,8
3725227920,1
3748815092,4
3641737877,15
3743454653,8
3746464489,15
3731377365,1
3743664706,8
3744133576,1
3752413049,2
3746463627,14
3605885493,15
3746466094,15
3752496418,8
3743665685,1
3735304049,1
3746227403,8
3665391003,4
3740208183,8
3734664891,8
3684307372,11
3731776592,1
3744131947,1
3752027628,8
3731850708,8
3748104928,2
3698316359,1
3739145056,1
3755241500,1
3725797541,8
3728290952,8
3609237645,1
3746464537,6
3604207327,1
3737395739,1
3670990366,1
3739987962,8
3725229858,8
3746466061,15
3749743428,1
3746466314,15
3743975825,8
3755126706,8
3738980211,4
3750180159,8
3739137890,2
3756787350,4
3750898875,8
3746464536,15
3742635374,13
3708942720,8
3745636282,8
3691229224,1
3744024426,8
3746467016,15
3719685215,1
3667473447,13
3746467017,15
3667725199,8
3742028980,1
3729701327,1
3738522772,1
3729434257,13
3674540483,1
3713588129,1
3689974576,4
3741102684,1
3696002702,1
3743978782,8
3736590849,15
3734801812,6
3742593285,0
3734803730,6
3750402895,18
3743205828,11
3730585557,8
3656180765,14
3751748049,11
3689228087,4
3724273774,11
3730407510,8
3739750653,1
3731836048,2
3739487777,8
3743287894,1
3730978143,1
3709890161,13
3744795881,4
3642604713,15
3634608427,4
3751143250,1
3738500368,3
3590298846,13
3679593042,1
3713424208,3
3732544055,1
3744799175,8
3676520150,8
3719978359,2
3747429641,2
3745302938,3
3587581253,13
3745302963,3
3744973548,8
3711974587,1
3726611909,1
3713420552,1
3747532198,8
3633099799,1
3743843924,1
3738164329,13
3645897117,1
3745307544,3
3674331329,1
3720892063,8
3676184380,3
3728889492,1
3654105005,1
3729514342,1
3743054097,1
3720976347,8
3733886735,8
3699454866,8
3726629378,16
3752454407,8
3706563426,15
3724656213,1
3717741806,18
3699943088,1
3748808946,1
3733886741,8
3719410410,8
3681767209,1
3709888288,1
3727775448,4
3719412077,1
3743041900,8
3610049313,1
3645681627,1
3752028495,1
3741334374,8
3746506617,8
3745308598,15
3742771289,8
3619292922,1
3730525697,15
3647557670,8
3617315234,15
3697773035,4
3729784635,4
3737272064,1
3744545013,18
3706400748,8
3675098256,1
3747429967,1
3734664889,18
3719976537,2
3715252773,4
3736846479,15
3590327265,13
3590304129,1
3667127469,1
3745132592,2
3671106252,8
3707595350,13
3755972674,2
3738159830,1
3719410401,1
3731285961,15
3682735987,1
3670567560,18
3605698056,4
3699467299,2
3575890042,8
3742269280,8
3694024861,1
3744697785,8
3679802748,16
3590302859,8
3582185227,8
3741827261,1
3701425728,18
3564818621,1
3746222860,2
3748869494,1
3373755973,1
3675804451,15
3647560354,13
3577894554,8
3737847340,13
3528496461,1
3743091912,4
3664564851,1
3734959434,1
3734014341,8
3748865525,8
3654428081,1
3726148314,1
3729092415,1
3641766928,1
3612003669,11
3745638956,1
3745656636,8
3723995931,11
3680596164,1
3722456278,15
3668510614,1
3709898752,8
3717688644,3
3741937931,1
3690192506,16
3714320478,4
3705381428,2
3742660715,1
3733075340,1
3723598416,16
3739422262,1
3707592690,11
3666672537,18
3686843498,18
3748928225,8
3585733023,1
3748579693,8
