id,cluster
3590298846,0
3729945866,0
3672966254,0
3669209828,0
3735323587,0
3693024492,0
3590309767,0
3750898875,0
3732220891,0
3658909284,0
3718388727,0
3737648360,0
3754611190,0
3750342685,0
3578402741,0
3737169148,0
3731339767,0
3712839025,0
3709481584,0
3714593817,0
3746506617,0
3690683736,0
3732853334,0
3718295235,0
3743485566,0
3753516484,0
3739392611,0
3675804451,0
3743665685,0
3754307481,0
3582801924,0
3719405745,0
3684307372,0
3652202961,0
3731948729,0
3726590884,0
3698316359,0
3730143357,0
3732174143,0
3731062740,0
3725576217,0
3750109964,0
3750889379,0
3755241500,0
3719613299,0
3745373596,0
3731643132,0
3745342754,0
3647560354,0
3726266848,0
3724349678,0
3745593549,0
3735566188,0
3720976347,0
3718919084,0
3600143852,0
3648520788,0
3673576440,0
3746567673,0
3718415807,0
3676865762,0
3729057275,0
3748262484,0
3721187215,0
3755218059,0
3755106507,0
3747712056,0
3664073509,0
3755182698,0
3745307544,0
3673084182,0
3732206129,0
3731095764,0
3751514518,0
3752454407,0
3732560177,0
3750347100,0
3741116073,0
3754430005,0
3754984929,0
3750891388,0
3744798358,0
3732893216,0
3735655343,0
3681767209,0
3750002863,0
3734719627,0
3733886741,0
3661007506,0
3721890512,0
3747422842,0
3754429363,0
3732218970,0
3724367768,0
3694664644,0
3736393183,0
3746745157,0
3746727107,0
3649666448,0
3720770374,0
3716063050,0
3738513038,0
3664549741,0
3754915949,0
3736006617,0
3747674563,0
3743824948,0
3745656636,0
3676095688,0
3750863642,0
3724691051,0
3646584855,0
3734730206,0
3726148314,0
3707592690,0
3721301968,0
3746783265,0
3727350502,0
3732415810,0
3739971062,0
3754137828,0
3735058524,0
3755320766,0
3715603212,0
3748750152,0
3671822345,0
3722078958,0
3707353481,0
3733092655,0
3736863213,0
3736257697,0
3676374840,0
3741259248,0
3740804429,0
3666754882,0
3633352527,0
3754922494,0
3658777405,0
3696884481,0
3746604117,0
3731725473,0
3732174140,0
3736331292,0
3737895853,0
3676512433,0
3644204385,0
3613046264,0
3742755564,0
3741336412,0
3740721379,0
3750112932,0
3630042904,0
3746379019,0
3749630927,0
3743669180,0
3723593067,0
3740438172,0
3731370303,0
3732711073,0
3730665533,0
3726117997,0
3755341322,0
3754811723,0
3737404038,0
3755110146,1
3733575296,1
3738559982,1
3743205828,1
3650476595,1
3726643133,1
3749512337,1
3706656699,1
3660365077,1
3732215603,1
3750810060,1
3729711413,1
3747429641,1
3731410302,1
3748985092,1
3745302938,1
3751107252,1
3736258401,1
3733090098,1
3746219802,1
3732000005,1
3732850121,1
3732415801,1
3733315884,1
3647989948,1
3745473636,1
3712312395,1
3726963258,1
3732705619,1
3754420851,1
3738976895,1
3629564516,1
3722160337,1
3648595807,1
3728426360,1
3720914441,1
3736266000,1
3737395739,1
3730568794,1
3729947683,1
3748492859,1
3748040663,1
3735365289,1
3747365066,1
3740884492,1
3728779202,1
3737168273,1
3712727254,1
3745303782,1
3733565849,1
3741130129,1
3738158604,1
3719154047,1
3749049678,1
3688418060,1
3748257971,1
3651754067,1
3755230001,1
3732570080,1
3755126706,1
3741083262,1
3735218997,1
3735665665,1
3742593285,1
3730562750,1
3641761745,1
3713801395,1
3721920219,1
3747047280,1
3727215539,1
3723352045,1
3736224051,1
3735409924,1
3735085354,1
3598845835,1
3721427060,1
3728826396,1
3747345799,1
3667473447,1
3720128091,1
3691150403,1
3727015683,1
3727073335,1
3661065121,1
3733661135,1
3742407096,1
3738534220,1
3728292237,1
3726387224,1
3732357331,1
3747309506,1
3729712439,1
3724340990,1
3730874575,1
3745914374,1
3739547004,1
3528496461,1
3710059086,1
3645681627,1
3610049313,1
3667909373,1
3714345128,1
3748518070,1
3745136504,1
3590327265,1
3654428081,1
3732666032,1
3720189094,1
3720399629,1
3744153445,1
3641766928,1
3736438870,1
3715833718,1
3702211593,1
3717180033,1
3680596164,1
3721857254,1
3720410334,1
3590304129,1
3737206149,1
3644641934,1
3708567312,1
3735322439,1
3720177336,1
3732083135,1
3754977460,1
3754594297,1
3719410401,1
3675098256,1
3737169152,1
3740054447,1
3737272064,1
3754351250,1
3741736001,1
3590302859,1
3727086963,1
3745521026,1
3749524954,1
3741084191,1
3728791480,1
3740389548,1
3733150069,1
3741153245,1
3741937931,1
3681500777,1
3690376629,1
3719165720,1
3744047316,1
3723598416,1
3728826395,1
3677571574,1
3676184380,1
3721923080,1
3750199681,1
3743408117,1
3732227337,1
3590303571,1
3739565360,1
3660402916,1
3707032590,1
3738247853,1
3736840242,1
3677574361,1
3737301784,1
3626006447,1
3748837959,1
3564818621,2
3733476979,2
3735084527,2
3750657297,2
3736168524,2
3728290952,2
3741518336,2
3732489753,2
3750541694,2
3746717742,2
3708566339,2
3613077276,2
3738131454,2
3735683954,2
3687641072,2
3742032723,2
3754423628,2
3747573011,2
3678671484,2
3750299687,2
3748308551,2
3725412467,2
3732705232,2
3732708256,2
3712054491,2
3724368970,2
3725605613,2
3708574187,2
3729502869,2
3736649012,2
3732708311,2
3731823738,2
3750848525,2
3728827378,2
3742189561,2
3752267544,2
3716402604,2
3744807778,2
3664531955,2
3744893258,2
3746724491,2
3725265172,2
3738377797,2
3744803947,2
3756995151,2
3739137903,2
3737359708,2
3741714848,2
3728941840,2
3621022700,2
3724819775,2
3746223665,2
3738081533,2
3734720606,2
3747353472,2
3682203522,2
3725260601,2
3668765607,2
3727062441,2
3704587299,2
3742521835,2
3750178057,2
3752273001,2
3752268426,2
3732710108,2
3747424704,2
3741947507,2
3739537528,2
3664564851,2
3707040281,2
3716913790,2
3736648138,2
3732705590,2
3752266744,2
3752266734,2
3737525910,2
3748263293,2
3712054488,2
3725581026,2
3656541480,2
3750544259,2
3740302723,2
3750196304,2
3732711036,2
3725329388,2
3724340705,2
3750299690,2
3739750653,2
3735129894,2
3736170203,2
3699956924,2
3724273774,2
3710756337,2
3740587540,2
3732863099,2
3738522772,2
3746464548,2
3750678779,2
3733083485,2
3734826801,2
3730577605,2
3746720751,2
3748808946,2
3737604175,2
3747326577,2
3752268403,2
3635614728,2
3733056389,2
3742485569,2
3730099190,2
3749551890,2
3729740204,2
3717056831,2
3737397873,2
3726629378,2
3753768188,2
3755129484,2
3750544432,2
3715189653,2
3728609454,2
3734118425,2
3733759915,2
3736009224,2
3742800981,2
3642604713,2
3741339021,2
3606883718,2
3744973548,2
3739872224,2
3732711004,2
3750539897,2
3731138907,2
3742291935,2
3727540810,2
3747970918,3
3719947061,3
3747708853,3
3749246811,3
3668047229,3
3745484241,3
3750807358,3
3705897415,3
3754420877,3
3750187663,3
3745480774,3
3745308598,3
3735224232,3
3734548655,3
3731599814,4
3724415000,4
3708576454,4
3731368445,4
3711771384,4
3687783196,4
3720761308,4
3708579255,4
3733971563,4
3736573118,4
3737686109,4
3711519921,4
3709891533,4
3732705660,4
3730574393,4
3711520489,4
3711089762,4
3708835883,4
3711520488,4
3737382375,4
3736159322,4
3714628061,4
3714629012,4
3732710097,4
3711522298,4
3740400681,4
3629561668,5
3746460986,5
3576920179,5
3748925694,5
3754921596,5
3755109679,5
3744190104,5
3714217421,5
3730177152,5
3755125929,5
3739541982,5
3745303914,5
3735624409,5
3690192506,5
3739548009,5
3702211594,5
3733075340,5
3754943312,5
3755112281,5
3725934350,5
3748711618,5
3732704943,5
